Distance in bp(Fragment Length Estimate: 132)(Peak Width Estimate: 132)	Same Strand (+ for Watson strand, - for Crick)	Opposite Strand
-2000	123101.0	122360.0
-1999	122619.0	122606.0
-1998	122807.0	122606.0
-1997	123119.0	122635.0
-1996	123433.0	122790.0
-1995	123220.0	122931.0
-1994	122883.0	123258.0
-1993	123160.0	122206.0
-1992	122654.0	122610.0
-1991	122596.0	123069.0
-1990	123092.0	122436.0
-1989	122464.0	122384.0
-1988	122832.0	122804.0
-1987	122877.0	122566.0
-1986	123385.0	122923.0
-1985	123072.0	122497.0
-1984	122938.0	122749.0
-1983	123311.0	123110.0
-1982	122858.0	122198.0
-1981	122770.0	122402.0
-1980	122893.0	122329.0
-1979	123114.0	122482.0
-1978	122868.0	122274.0
-1977	123304.0	122338.0
-1976	123567.0	122516.0
-1975	122617.0	122813.0
-1974	122976.0	122598.0
-1973	122523.0	122563.0
-1972	123279.0	122231.0
-1971	123057.0	122436.0
-1970	122442.0	122580.0
-1969	122323.0	122749.0
-1968	123117.0	122823.0
-1967	122857.0	122633.0
-1966	122557.0	122749.0
-1965	122823.0	123446.0
-1964	123221.0	122737.0
-1963	122687.0	122940.0
-1962	122524.0	122611.0
-1961	123078.0	122391.0
-1960	123058.0	122941.0
-1959	122571.0	122117.0
-1958	122705.0	123500.0
-1957	121871.0	122998.0
-1956	122923.0	123005.0
-1955	123154.0	123552.0
-1954	122747.0	122743.0
-1953	123267.0	122580.0
-1952	123115.0	122765.0
-1951	122734.0	123071.0
-1950	123010.0	122545.0
-1949	122292.0	123109.0
-1948	123305.0	122894.0
-1947	122728.0	122452.0
-1946	122547.0	122583.0
-1945	122877.0	123339.0
-1944	122776.0	122733.0
-1943	123179.0	122607.0
-1942	123911.0	123729.0
-1941	122705.0	122716.0
-1940	122929.0	122821.0
-1939	123029.0	123060.0
-1938	123478.0	123363.0
-1937	123438.0	122998.0
-1936	122888.0	123141.0
-1935	123046.0	122638.0
-1934	123053.0	123100.0
-1933	123213.0	122783.0
-1932	123164.0	122808.0
-1931	123218.0	122918.0
-1930	122577.0	122663.0
-1929	122957.0	123095.0
-1928	122721.0	122749.0
-1927	123404.0	122891.0
-1926	123083.0	122315.0
-1925	123326.0	122666.0
-1924	122967.0	122697.0
-1923	122519.0	122804.0
-1922	122811.0	123074.0
-1921	122914.0	122761.0
-1920	123059.0	123084.0
-1919	122982.0	123022.0
-1918	123058.0	123328.0
-1917	123370.0	122963.0
-1916	123054.0	122506.0
-1915	123055.0	123184.0
-1914	122750.0	123374.0
-1913	122469.0	122683.0
-1912	122852.0	123430.0
-1911	123045.0	123526.0
-1910	123107.0	122592.0
-1909	123185.0	123012.0
-1908	123738.0	123302.0
-1907	122972.0	123445.0
-1906	122627.0	123065.0
-1905	122865.0	122558.0
-1904	123072.0	122885.0
-1903	122749.0	122874.0
-1902	124521.0	122893.0
-1901	122589.0	123101.0
-1900	123416.0	122975.0
-1899	123235.0	122772.0
-1898	122959.0	122490.0
-1897	123052.0	123045.0
-1896	123321.0	122710.0
-1895	123528.0	122219.0
-1894	123352.0	122736.0
-1893	123246.0	123263.0
-1892	123543.0	122531.0
-1891	123375.0	122898.0
-1890	123688.0	123036.0
-1889	123358.0	122696.0
-1888	123033.0	122617.0
-1887	123088.0	123642.0
-1886	123002.0	122378.0
-1885	123070.0	122849.0
-1884	123049.0	123094.0
-1883	123755.0	122777.0
-1882	123089.0	123499.0
-1881	123128.0	122855.0
-1880	122767.0	123500.0
-1879	122788.0	122944.0
-1878	122883.0	123431.0
-1877	122963.0	123054.0
-1876	122966.0	123157.0
-1875	123564.0	122473.0
-1874	122743.0	123015.0
-1873	123233.0	123016.0
-1872	122638.0	122523.0
-1871	123125.0	122258.0
-1870	123531.0	123263.0
-1869	123628.0	123114.0
-1868	123475.0	123267.0
-1867	123048.0	122833.0
-1866	123751.0	123040.0
-1865	123198.0	122659.0
-1864	123200.0	123081.0
-1863	123417.0	122965.0
-1862	122852.0	123186.0
-1861	122914.0	122610.0
-1860	123231.0	123333.0
-1859	123087.0	122747.0
-1858	123668.0	123138.0
-1857	122812.0	123245.0
-1856	123075.0	122304.0
-1855	123252.0	122773.0
-1854	123379.0	123619.0
-1853	123013.0	123132.0
-1852	123577.0	122938.0
-1851	123124.0	122999.0
-1850	122626.0	123069.0
-1849	123176.0	123025.0
-1848	122927.0	123004.0
-1847	123156.0	122604.0
-1846	123661.0	123078.0
-1845	122875.0	122620.0
-1844	122571.0	123267.0
-1843	123425.0	123556.0
-1842	123480.0	122860.0
-1841	122989.0	122445.0
-1840	123124.0	122829.0
-1839	122867.0	123219.0
-1838	122709.0	123190.0
-1837	123332.0	123169.0
-1836	122917.0	123036.0
-1835	123466.0	122971.0
-1834	122749.0	123329.0
-1833	123404.0	123194.0
-1832	122839.0	123306.0
-1831	122966.0	122761.0
-1830	123188.0	123133.0
-1829	123730.0	122295.0
-1828	123297.0	122549.0
-1827	123261.0	123017.0
-1826	123058.0	122537.0
-1825	123172.0	122999.0
-1824	123782.0	122836.0
-1823	123060.0	122898.0
-1822	122715.0	122856.0
-1821	123602.0	122994.0
-1820	123467.0	122653.0
-1819	123537.0	123189.0
-1818	123320.0	123390.0
-1817	123305.0	122447.0
-1816	123005.0	123000.0
-1815	123548.0	122667.0
-1814	123335.0	123462.0
-1813	123232.0	123182.0
-1812	123644.0	122830.0
-1811	122377.0	122775.0
-1810	123308.0	122576.0
-1809	123086.0	122928.0
-1808	122998.0	122788.0
-1807	122988.0	122726.0
-1806	123133.0	122917.0
-1805	123589.0	122621.0
-1804	122879.0	122614.0
-1803	123423.0	123073.0
-1802	122438.0	122962.0
-1801	122428.0	122817.0
-1800	123617.0	123296.0
-1799	123204.0	122645.0
-1798	123338.0	123178.0
-1797	123545.0	122756.0
-1796	123007.0	123099.0
-1795	123173.0	122835.0
-1794	123189.0	123086.0
-1793	122856.0	123093.0
-1792	122962.0	123468.0
-1791	123334.0	122692.0
-1790	123016.0	122941.0
-1789	123308.0	123279.0
-1788	123369.0	122563.0
-1787	123243.0	122888.0
-1786	123332.0	123383.0
-1785	123730.0	122828.0
-1784	122856.0	123132.0
-1783	122990.0	123366.0
-1782	123031.0	123114.0
-1781	123369.0	122893.0
-1780	122989.0	123242.0
-1779	123003.0	123165.0
-1778	122775.0	123161.0
-1777	122905.0	123280.0
-1776	122990.0	122453.0
-1775	123406.0	123274.0
-1774	123387.0	123520.0
-1773	123085.0	122925.0
-1772	123778.0	122999.0
-1771	124144.0	123847.0
-1770	123295.0	123402.0
-1769	122830.0	123001.0
-1768	123108.0	123035.0
-1767	123031.0	122789.0
-1766	123112.0	123702.0
-1765	123478.0	123499.0
-1764	122894.0	123164.0
-1763	123566.0	123397.0
-1762	123289.0	123597.0
-1761	122912.0	123280.0
-1760	122904.0	122886.0
-1759	122948.0	123138.0
-1758	123108.0	123134.0
-1757	123583.0	123459.0
-1756	122953.0	123099.0
-1755	123586.0	123566.0
-1754	122995.0	123283.0
-1753	123392.0	123825.0
-1752	123552.0	123055.0
-1751	123096.0	122978.0
-1750	123193.0	123142.0
-1749	122911.0	123336.0
